Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,class
1,39,1,9003,1,1,133.1,1,1,37,9,8,130.0,0,0,0,1,1,0,29,0,3,4,0,0.0,4,8,0,0.0,16.2,0.3,-0.92,Dropout
1,39,2,9119,1,1,120.0,1,37,37,5,5,128.0,0,0,0,1,1,0,30,0,2,2,0,0.0,2,2,0,0.0,7.6,2.6,0.32,Dropout
1,39,2,9147,1,38,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,26,0,4,4,0,0.0,5,0,0,0.0,12.7,3.7,-1.7,Dropout
1,39,2,9991,0,1,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,27,0,5,10,0,0.0,5,5,0,0.0,15.5,2.8,-4.06,Dropout
2,39,2,9670,1,1,100.0,1,37,37,9,9,110.0,0,0,0,1,1,1,36,0,5,5,5,11.4,5,7,5,11.6,9.4,-0.8,-3.12,Graduate
1,39,1,9003,1,19,133.1,1,1,19,4,10,114.0,0,0,0,1,1,0,29,0,9,13,6,11.66666667,7,10,6,10.85714286,15.5,2.8,-4.06,Dropout
1,42,1,9119,1,1,120.0,1,34,34,0,0,128.2,1,0,0,1,1,0,35,0,10,12,7,11.28571429,8,8,5,13.0,9.4,-0.8,-3.12,Dropout
1,1,1,9773,1,1,128.0,1,38,38,6,3,116.5,0,0,0,1,1,1,18,0,6,12,4,11.5,6,10,5,12.6,10.8,1.4,1.74,Graduate
1,1,1,9991,0,1,172.0,1,38,37,9,9,149.3,0,0,0,1,1,1,24,0,5,5,5,16.0,5,5,5,16.0,8.9,1.4,3.51,Graduate
1,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,1,0,0,1,1,1,18,0,6,6,6,12.5,6,7,6,12.66666667,10.8,1.4,1.74,Dropout
1,17,4,9119,1,1,135.0,1,38,37,5,7,126.6,1,0,0,1,1,0,18,0,5,7,4,12.0,5,10,3,13.0,7.6,2.6,0.32,Enrolled
2,43,1,9085,1,1,160.0,1,37,37,9,7,120.0,0,0,0,1,1,0,21,0,5,11,0,0.0,5,11,3,11.66666667,9.4,-0.8,-3.12,Enrolled
1,42,1,9119,1,1,150.0,1,38,37,5,8,133.5,1,0,0,1,1,0,21,0,5,10,5,13.0,5,10,5,12.6,9.4,-0.8,-3.12,Graduate
1,39,1,9003,1,1,130.0,1,1,3,2,6,110.0,0,0,0,1,1,0,32,0,18,27,13,13.71428571,12,18,12,12.08333333,15.5,2.8,-4.06,Graduate
1,1,4,9119,1,1,111.0,1,37,37,9,5,107.5,1,0,0,1,1,1,22,0,5,9,3,12.33333333,6,14,3,12.5,11.1,0.6,2.02,Dropout
1,7,1,9003,1,3,130.0,1,1,38,9,7,130.0,1,0,0,0,1,0,32,0,17,31,11,12.72727273,12,24,10,12.7,15.5,2.8,-4.06,Dropout
1,43,1,9670,1,6,170.0,1,34,34,0,0,111.6,0,0,0,1,1,0,35,0,5,5,1,14.0,5,5,0,0.0,9.4,-0.8,-3.12,Dropout
1,18,3,9147,1,1,133.1,1,1,38,4,7,101.0,1,0,0,0,1,0,23,0,5,0,0,0.0,5,0,0,0.0,8.9,1.4,3.51,Dropout
1,39,1,8014,0,1,100.0,1,37,37,6,6,108.3,0,0,0,1,1,0,39,0,6,8,5,11.4,6,12,3,11.0,7.6,2.6,0.32,Enrolled
2,43,1,9670,1,1,120.0,1,34,34,0,0,128.2,0,0,0,1,1,0,35,0,5,5,0,0.0,5,5,1,10.0,9.4,-0.8,-3.12,Dropout
2,39,1,9003,1,3,110.0,1,3,19,4,6,150.0,0,0,0,1,1,0,32,0,6,8,6,18.875,12,14,12,17.69230769,16.2,0.3,-0.92,Graduate
1,1,1,9853,1,1,133.1,1,34,34,0,0,142.8,0,0,0,1,1,0,20,0,6,12,0,0.0,6,12,0,0.0,7.6,2.6,0.32,Dropout
1,39,1,9500,1,1,120.0,1,37,37,9,9,100.0,0,0,0,1,1,0,34,0,7,15,6,11.33333333,7,16,4,12.6,16.2,0.3,-0.92,Enrolled
1,7,1,9991,0,40,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,44,0,7,9,7,13.5,5,6,5,16.2,8.9,1.4,3.51,Dropout
2,39,1,9254,1,19,133.1,1,37,19,9,10,156.5,0,0,0,1,1,0,53,0,11,12,2,15.0,9,10,3,10.0,16.2,0.3,-0.92,Graduate
1,39,1,9119,1,19,120.0,1,37,37,9,4,98.6,0,0,1,0,1,0,28,0,5,10,0,0.0,5,7,0,0.0,12.4,0.5,1.79,Dropout
1,7,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,1,0,31,0,9,9,9,14.22222222,5,5,5,12.8,12.7,3.7,-1.7,Dropout
1,1,1,171,1,1,130.0,1,1,38,5,9,118.1,0,0,1,0,1,0,18,0,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12,Enrolled
1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,7,14,4,12.0,6,16,0,0.0,15.5,2.8,-4.06,Dropout
1,1,1,9085,1,1,142.0,1,1,1,9,9,127.7,1,0,0,1,1,0,19,0,5,9,5,12.6,5,8,4,12.0,12.7,3.7,-1.7,Graduate
1,15,1,171,1,1,130.0,26,1,1,2,9,130.0,0,0,0,1,1,0,21,1,12,12,12,15.08333333,11,15,11,13.08333333,8.9,1.4,3.51,Enrolled
1,18,1,9119,1,1,148.0,1,3,19,3,5,147.7,0,0,0,1,1,1,18,0,5,5,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12,Dropout
1,44,1,9003,1,39,170.0,1,19,19,5,5,170.0,1,0,0,1,1,0,20,0,6,8,6,14.5,6,10,6,15.3,16.2,0.3,-0.92,Graduate
1,39,1,9070,1,1,110.0,1,37,37,7,7,110.2,0,0,0,1,1,0,55,0,6,6,6,14.5,6,6,6,13.5,11.1,0.6,2.02,Graduate
1,1,1,9147,1,1,166.0,1,19,37,4,8,146.4,0,0,0,1,1,0,27,0,5,12,3,10.0,5,12,1,13.0,7.6,2.6,0.32,Enrolled
1,17,2,9119,1,1,135.0,1,12,19,5,5,121.0,0,0,0,1,1,0,19,0,5,0,0,0.0,5,0,0,0.0,12.4,0.5,1.79,Dropout
1,1,1,9147,1,1,133.0,1,19,37,9,9,129.9,0,0,0,1,1,0,18,0,5,5,5,11.6,5,5,5,13.2,12.4,0.5,1.79,Graduate
2,39,1,9773,1,1,133.1,1,37,37,7,4,132.0,0,0,0,1,1,0,43,0,6,10,4,11.75,6,7,0,0.0,15.5,2.8,-4.06,Dropout
1,18,3,9254,1,1,121.0,1,19,19,9,6,125.9,1,0,0,1,1,0,18,0,6,0,0,0.0,6,0,0,0.0,13.9,-0.3,0.79,Dropout
1,1,1,171,1,1,159.0,1,3,3,2,2,165.7,1,0,0,1,1,0,18,0,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12,Dropout
1,17,5,9254,1,1,130.0,1,37,38,9,9,122.7,1,0,1,1,1,1,20,0,6,7,0,0.0,6,6,0,0.0,8.9,1.4,3.51,Dropout
2,39,1,9991,0,1,121.0,1,37,19,9,9,141.4,0,0,1,0,1,0,29,0,5,7,4,11.25,5,8,4,11.8,10.8,1.4,1.74,Dropout
1,39,1,9130,1,19,133.1,1,37,37,9,10,156.4,1,0,1,1,1,0,44,0,6,9,5,11.57142857,6,11,0,0.0,13.9,-0.3,0.79,Dropout
1,1,1,9119,1,1,146.0,1,37,37,9,9,148.5,1,0,0,1,1,0,18,0,5,7,4,10.0,5,8,1,16.0,10.8,1.4,1.74,Enrolled
1,44,1,9003,1,39,140.0,1,37,37,9,1,140.0,0,0,0,1,1,1,20,0,6,11,5,13.83333333,6,13,6,12.3,15.5,2.8,-4.06,Enrolled
1,43,1,9070,1,1,125.0,1,38,37,8,7,131.7,1,0,0,1,1,0,20,0,6,6,4,12.75,9,12,3,12.66666667,12.4,0.5,1.79,Dropout
2,39,2,9147,1,1,120.0,1,37,37,9,9,104.7,1,0,0,1,1,0,36,0,4,4,0,0.0,5,9,0,0.0,10.8,1.4,1.74,Dropout
1,44,1,9130,1,39,150.0,1,5,1,2,5,150.0,1,0,0,1,1,0,19,0,6,13,5,11.6,6,12,2,11.0,13.9,-0.3,0.79,Enrolled
2,39,1,9085,1,19,110.0,1,37,37,90,90,110.0,0,0,0,0,1,0,29,0,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout
1,1,1,9670,1,1,120.0,1,1,1,9,9,129.1,1,0,0,1,1,0,18,0,6,6,4,11.25,6,10,3,10.33333333,10.8,1.4,1.74,Dropout
1,39,1,9003,1,1,133.1,1,1,1,1,6,120.0,0,0,0,0,1,0,24,0,6,0,0,0.0,6,0,0,0.0,13.9,-0.3,0.79,Dropout
1,1,1,9773,1,1,133.1,1,3,19,2,5,127.0,0,0,0,1,1,0,20,0,6,6,6,14.33333333,6,7,6,15.0,15.5,2.8,-4.06,Graduate
2,39,1,8014,0,19,133.1,1,19,37,9,9,151.5,0,0,1,0,1,0,45,0,6,7,0,0.0,5,5,0,0.0,16.2,0.3,-0.92,Dropout
1,43,2,9500,1,1,130.0,1,38,37,4,4,126.8,1,0,0,1,1,1,28,0,23,23,20,13.5,23,23,20,13.5,7.6,2.6,0.32,Graduate
1,1,1,9254,1,1,160.0,1,19,38,9,9,140.8,1,0,0,1,1,0,23,0,6,8,6,12.66666667,6,10,5,12.2,7.6,2.6,0.32,Enrolled
1,1,1,9500,1,1,128.0,1,1,19,4,7,125.6,1,0,0,1,1,0,18,0,7,7,7,12.44428571,8,11,7,11.34714286,12.4,0.5,1.79,Graduate
1,1,2,9147,1,1,140.0,1,19,19,9,4,127.8,1,0,0,1,1,0,23,0,5,7,3,10.66666667,5,7,3,11.33333333,9.4,-0.8,-3.12,Dropout
1,43,1,171,1,1,120.0,1,3,3,2,2,120.0,1,0,0,1,1,0,22,0,0,0,0,0.0,0,0,0,0.0,7.6,2.6,0.32,Enrolled
1,1,1,9070,1,1,140.0,1,19,19,5,5,131.3,0,0,0,1,1,1,22,0,6,6,6,12.66666667,6,6,5,12.4,12.4,0.5,1.79,Graduate
1,39,1,9991,0,12,120.0,1,37,38,5,5,155.7,0,0,0,1,1,0,33,0,5,5,5,13.2,5,6,5,14.83333333,10.8,1.4,1.74,Graduate
1,53,1,9003,1,42,130.0,1,1,38,9,6,128.5,0,0,0,1,1,0,21,0,12,20,10,12.7,12,14,11,12.18181818,8.9,1.4,3.51,Graduate
2,39,1,9147,1,1,100.0,1,37,37,9,5,170.0,0,0,0,1,1,0,45,0,5,6,5,14.83333333,5,5,5,14.8,15.5,2.8,-4.06,Graduate
2,39,1,9003,1,1,133.1,1,37,37,9,9,100.0,0,0,0,0,1,0,44,0,10,10,4,11.5,7,8,1,12.0,15.5,2.8,-4.06,Dropout
4,39,1,9670,1,1,110.0,1,19,19,90,99,107.2,0,0,0,1,1,0,42,0,6,0,0,0.0,6,0,0,0.0,12.7,3.7,-1.7,Dropout
1,18,1,9147,1,1,147.0,1,19,1,9,7,139.3,1,0,0,1,1,0,20,0,5,0,0,0.0,5,0,0,0.0,12.4,0.5,1.79,Dropout
1,17,6,9147,1,1,133.0,1,19,38,5,6,123.2,1,0,0,1,1,0,20,0,5,7,3,12.66666667,5,12,2,12.5,9.4,-0.8,-3.12,Enrolled
1,1,2,9254,1,1,137.0,1,1,38,2,8,122.3,1,0,0,1,1,1,20,0,6,7,6,14.71428571,6,6,6,12.5,8.9,1.4,3.51,Graduate
1,17,2,9773,1,1,124.0,1,1,1,4,4,127.9,1,0,0,1,1,0,20,0,6,11,3,13.66666667,6,13,4,10.25,9.4,-0.8,-3.12,Enrolled
1,1,2,9147,1,1,128.0,1,1,1,9,6,120.3,0,0,0,1,1,0,19,0,5,9,5,10.8,5,13,2,13.5,8.9,1.4,3.51,Enrolled
1,51,1,8014,0,1,120.0,1,1,1,4,4,128.5,0,0,1,0,1,0,26,0,8,13,4,10.5,10,16,7,10.42857143,12.4,0.5,1.79,Dropout
2,39,1,9003,1,1,133.1,1,37,37,8,7,150.0,0,0,0,1,1,0,31,0,6,10,6,15.0,6,11,5,12.5,13.9,-0.3,0.79,Graduate
1,1,1,9773,1,1,142.0,1,1,19,9,9,136.1,0,0,1,1,1,1,19,0,6,6,6,12.66666667,6,6,6,14.0,16.2,0.3,-0.92,Graduate
1,39,1,9773,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,28,0,6,7,6,13.16666667,6,6,6,13.66666667,7.6,2.6,0.32,Graduate
1,1,1,171,1,1,149.0,1,19,37,9,9,158.1,1,0,0,1,1,1,20,0,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74,Graduate
2,1,2,8014,0,1,110.0,1,37,1,9,10,108.7,1,0,0,1,0,0,43,0,6,6,6,13.0,6,6,6,12.5,9.4,-0.8,-3.12,Graduate
1,39,1,171,1,19,133.1,101,1,19,2,7,110.0,0,0,0,1,1,1,25,1,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06,Dropout
1,39,1,9238,1,19,133.1,1,37,37,9,9,120.0,0,1,1,1,0,0,40,0,6,13,2,10.0,6,10,1,15.0,16.2,0.3,-0.92,Dropout
1,44,1,9085,1,39,150.0,6,5,4,1,1,150.0,0,0,0,1,0,0,20,1,6,7,6,13.33333333,6,16,5,13.375,12.4,0.5,1.79,Graduate
2,39,1,8014,0,12,133.1,1,37,37,9,1,113.0,0,0,0,1,0,0,46,0,6,13,3,12.33333333,6,6,6,13.33333333,11.1,0.6,2.02,Graduate
1,51,1,33,1,1,121.0,1,19,37,5,7,118.6,0,0,0,1,0,0,26,0,21,23,20,13.18181818,14,18,14,11.64285714,8.9,1.4,3.51,Graduate
2,39,1,9500,1,1,133.1,1,3,1,5,5,148.8,0,0,0,1,0,1,34,0,7,7,6,12.51333333,8,9,7,13.07142857,12.4,0.5,1.79,Graduate
1,18,3,9853,1,1,122.0,1,38,37,9,5,120.3,1,0,0,1,0,0,19,0,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74,Dropout
1,1,6,9500,1,1,143.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,8,8,7,13.58571429,8,8,7,13.58571429,12.7,3.7,-1.7,Graduate
1,1,1,9556,1,1,123.0,1,19,19,4,9,113.8,1,0,0,1,0,0,18,0,7,9,7,11.15555556,8,10,8,11.425,12.7,3.7,-1.7,Graduate
1,39,1,8014,0,1,120.0,1,38,37,9,7,108.0,0,0,0,1,1,1,37,0,7,9,6,11.85714286,6,7,5,12.0,13.9,-0.3,0.79,Graduate
1,17,1,171,1,1,114.0,1,19,38,9,7,129.1,0,0,0,1,1,1,23,0,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12,Graduate
1,43,1,9070,1,1,114.0,1,19,38,9,7,135.9,0,0,0,1,1,0,26,0,14,14,14,14.0,13,13,13,13.61538462,15.5,2.8,-4.06,Graduate
1,10,2,9773,1,1,154.4,22,19,38,3,5,154.4,1,0,0,0,0,0,18,1,6,8,5,12.0,6,0,0,0.0,10.8,1.4,1.74,Dropout
1,15,1,9500,1,1,190.0,108,3,2,122,4,190.0,1,0,0,1,0,0,18,1,7,15,4,11.575,7,10,5,12.42,12.4,0.5,1.79,Enrolled
1,17,4,9500,1,1,136.0,1,3,3,2,2,132.5,1,0,0,1,0,0,19,0,7,8,7,13.19857143,8,8,8,13.0625,11.1,0.6,2.02,Graduate
1,10,2,9085,1,1,163.3,22,19,1,4,9,163.3,0,0,0,1,0,0,18,1,6,10,6,13.5,6,12,6,12.0,12.4,0.5,1.79,Graduate
1,1,1,9670,1,1,126.0,1,1,3,4,3,122.5,1,0,0,1,0,0,19,0,6,6,6,13.33333333,6,8,5,12.8,8.9,1.4,3.51,Dropout
1,17,4,9119,1,1,122.0,62,1,1,191,171,121.0,1,0,0,1,1,0,20,1,5,10,4,14.25,5,14,1,10.0,8.9,1.4,3.51,Enrolled
1,17,1,9070,1,1,137.0,1,1,1,1,5,131.8,0,0,0,1,0,1,22,0,6,7,6,12.16666667,6,9,4,12.0,9.4,-0.8,-3.12,Graduate
1,1,3,9500,1,1,139.0,1,19,1,9,5,135.0,1,0,0,1,0,1,18,0,8,8,7,12.21428571,8,8,7,12.21428571,12.7,3.7,-1.7,Graduate
1,17,1,9254,1,1,142.0,1,19,39,5,4,141.7,0,0,0,1,0,1,18,0,6,8,6,12.66666667,6,6,6,13.0,13.9,-0.3,0.79,Graduate
1,1,3,9773,1,1,133.1,1,38,38,5,5,131.3,1,0,0,1,0,1,18,0,6,7,6,12.28571429,6,6,6,13.5,8.9,1.4,3.51,Graduate
1,1,6,9254,1,1,126.0,1,38,37,5,7,123.9,1,0,0,1,0,1,18,0,6,7,6,13.0,6,6,6,13.0,12.4,0.5,1.79,Graduate
1,1,2,9254,1,1,131.0,1,4,3,7,4,126.1,1,0,0,1,0,0,18,0,6,8,6,12.14285714,6,6,6,11.16666667,8.9,1.4,3.51,Graduate
1,17,6,9500,1,1,131.0,1,1,19,7,7,126.5,1,0,0,1,0,1,19,0,7,8,7,13.87571429,8,9,7,13.08571429,11.1,0.6,2.02,Graduate
1,17,1,9853,1,1,108.0,1,19,1,5,5,107.3,0,0,0,1,0,0,20,0,6,0,0,0.0,6,0,0,0.0,15.5,2.8,-4.06,Dropout
1,17,4,9238,1,1,133.1,1,1,19,9,5,95.0,1,0,0,1,0,1,19,0,6,12,6,11.66666667,6,7,0,0.0,15.5,2.8,-4.06,Dropout
1,1,2,9085,1,1,122.0,1,3,1,4,7,116.1,1,0,0,1,0,0,18,0,6,13,6,13.15384615,6,12,3,11.0,15.5,2.8,-4.06,Graduate
1,1,4,9070,1,1,143.0,1,1,1,9,7,134.6,1,0,0,1,0,1,18,0,6,6,6,14.5,6,6,6,12.83333333,12.4,0.5,1.79,Dropout
1,17,6,9500,1,1,135.0,1,19,19,7,7,128.0,1,0,0,1,0,1,18,0,7,7,7,14.44142857,8,8,8,13.65625,11.1,0.6,2.02,Graduate
1,17,2,9773,1,1,148.0,1,3,38,2,6,144.2,1,0,0,1,0,0,18,0,6,6,6,15.16666667,6,7,6,14.28571429,12.4,0.5,1.79,Graduate
1,17,1,9147,1,1,134.0,1,19,38,4,8,129.5,0,0,0,1,0,1,18,0,5,5,5,11.6,5,12,4,12.625,10.8,1.4,1.74,Graduate
1,17,1,9773,1,1,122.0,1,1,1,4,7,116.8,1,0,1,1,0,0,18,0,6,6,6,11.66666667,6,6,6,12.33333333,16.2,0.3,-0.92,Graduate
1,44,1,9003,1,39,160.0,1,37,38,9,6,160.0,0,0,0,1,0,1,20,0,6,8,6,12.625,6,10,6,13.2,16.2,0.3,-0.92,Graduate
1,16,2,9238,1,1,126.0,1,38,37,3,5,127.1,1,0,0,1,0,1,19,0,6,14,3,12.66666667,6,7,6,11.0,9.4,-0.8,-3.12,Graduate
1,17,1,9130,1,1,138.0,1,2,19,2,6,126.3,1,0,0,1,0,1,18,0,6,7,6,12.83333333,6,8,6,13.0,8.9,1.4,3.51,Enrolled
1,1,1,9238,1,1,115.0,1,38,38,8,7,112.9,1,0,0,1,0,1,19,0,6,7,6,11.85714286,6,8,6,13.14285714,12.4,0.5,1.79,Graduate
1,17,2,9853,1,1,141.0,1,3,1,1,5,130.2,1,0,0,1,0,0,19,0,6,8,5,11.4,6,7,4,10.75,12.7,3.7,-1.7,Enrolled
1,43,1,9130,1,1,100.0,41,3,4,3,2,100.0,0,0,0,1,0,0,19,1,5,10,5,14.85714286,5,7,5,15.14285714,9.4,-0.8,-3.12,Enrolled
1,1,1,9670,1,1,130.0,1,19,19,7,7,121.6,0,0,0,1,0,0,19,0,6,7,6,14.71428571,6,6,6,15.83333333,12.4,0.5,1.79,Graduate
1,15,1,9670,1,1,130.0,26,42,1,2,7,130.0,0,1,1,1,0,0,20,1,6,6,6,13.5,6,9,5,13.0,8.9,1.4,3.51,Graduate
1,18,1,9130,1,1,135.0,1,38,19,9,5,121.7,1,0,0,1,0,1,18,0,5,7,4,11.5,5,5,5,12.4,10.8,1.4,1.74,Graduate
1,7,1,9147,1,3,120.0,1,1,39,4,7,120.0,0,0,0,1,0,0,33,0,5,9,2,14.0,5,5,0,0.0,12.4,0.5,1.79,Dropout
1,1,1,9853,1,1,148.0,1,19,19,4,5,143.5,0,0,0,1,0,1,19,0,7,8,6,12.83333333,6,6,0,0.0,13.9,-0.3,0.79,Dropout
1,17,2,9556,1,1,136.0,1,1,1,9,9,128.3,0,0,0,1,0,1,18,0,7,7,7,13.42857143,8,8,8,14.75,15.5,2.8,-4.06,Graduate
1,17,1,9070,1,1,108.0,1,19,1,4,3,111.9,0,0,0,1,0,0,19,0,6,0,0,0.0,6,0,0,0.0,8.9,1.4,3.51,Dropout
1,44,1,9003,1,39,140.0,1,38,38,6,3,140.0,0,0,0,1,0,0,19,0,6,18,3,11.66666667,6,14,4,11.5,15.5,2.8,-4.06,Enrolled
1,1,3,9773,1,1,153.0,1,3,1,2,8,137.6,1,0,0,1,0,0,18,0,6,6,6,16.0,6,7,6,14.33333333,12.4,0.5,1.79,Graduate
1,1,1,9238,1,1,135.0,1,19,19,9,5,135.0,1,0,0,1,0,0,20,0,6,6,6,13.83333333,6,6,6,11.83333333,10.8,1.4,1.74,Graduate
1,1,5,9500,1,1,146.0,1,19,37,7,7,133.8,1,0,0,1,0,0,19,0,8,9,8,13.2325,8,9,8,13.2325,9.4,-0.8,-3.12,Graduate
1,1,2,9773,1,1,130.0,1,19,19,9,9,126.9,1,0,0,1,1,1,18,0,6,6,6,14.0,6,6,6,14.16666667,9.4,-0.8,-3.12,Graduate
1,17,2,9254,1,1,113.0,1,1,2,5,3,106.7,1,0,1,1,1,1,19,0,6,14,2,10.0,6,6,0,0.0,13.9,-0.3,0.79,Dropout
1,43,1,8014,0,1,145.7,22,37,37,9,9,145.7,1,0,0,1,0,0,25,1,16,16,15,13.33333333,13,13,11,12.27272727,13.9,-0.3,0.79,Graduate
1,17,3,9070,1,1,145.0,1,3,3,4,4,153.1,1,0,0,1,0,1,20,0,6,6,6,12.5,6,6,6,14.33333333,12.7,3.7,-1.7,Enrolled
1,1,1,8014,0,1,126.0,1,38,37,5,5,118.7,0,0,0,1,0,0,19,0,6,6,6,12.5,6,6,6,11.5,12.7,3.7,-1.7,Graduate
1,17,1,9991,0,1,160.0,1,34,34,0,0,161.8,1,0,1,1,1,0,33,0,5,8,2,10.5,5,5,0,0.0,7.6,2.6,0.32,Dropout
1,18,4,9119,1,1,134.0,1,19,38,194,175,124.9,1,0,1,1,1,0,18,0,5,11,3,10.66666667,5,9,3,11.33333333,8.9,1.4,3.51,Enrolled
1,1,1,9119,1,1,163.0,1,19,37,5,8,150.8,1,0,0,1,1,0,18,0,5,9,4,10.5,5,11,2,10.5,7.6,2.6,0.32,Enrolled
1,15,1,9147,1,1,130.0,26,1,1,2,3,130.0,0,0,0,1,0,0,19,1,5,10,4,12.0,5,6,5,11.4,11.1,0.6,2.02,Graduate
1,1,2,171,1,1,165.0,1,3,3,2,2,163.6,1,0,0,1,0,0,18,0,0,0,0,0.0,0,0,0,0.0,12.4,0.5,1.79,Enrolled
1,43,1,9147,1,1,142.0,1,38,19,141,171,115.0,0,0,0,1,0,0,19,0,5,11,5,11.5,5,9,2,10.66666667,13.9,-0.3,0.79,Enrolled
1,1,1,9773,1,1,156.0,1,19,1,5,10,136.8,1,0,0,1,0,0,18,0,6,6,6,14.0,6,6,6,13.5,11.1,0.6,2.02,Dropout
1,17,5,9853,1,1,141.0,1,3,19,2,7,130.9,1,0,0,1,0,0,18,0,6,7,6,13.5,6,8,5,12.6,7.6,2.6,0.32,Graduate
1,1,3,9500,1,1,143.0,1,19,37,7,7,127.0,1,0,0,1,0,0,18,0,8,8,8,13.07375,8,8,8,13.07375,9.4,-0.8,-3.12,Graduate
2,39,1,9500,1,19,133.1,1,38,38,2,10,120.0,0,0,0,1,0,0,37,0,7,9,2,10.75,7,9,0,0.0,16.2,0.3,-0.92,Dropout
1,1,1,9238,1,1,133.0,1,38,1,2,4,126.0,0,0,0,1,0,0,20,0,6,11,1,12.0,5,10,0,0.0,9.4,-0.8,-3.12,Enrolled
1,1,1,9254,1,1,172.0,41,37,37,5,5,153.8,1,0,0,1,0,1,20,1,6,6,6,14.0,6,6,6,13.33333333,10.8,1.4,1.74,Graduate
1,15,1,9238,1,1,140.0,26,19,19,9,6,140.0,0,0,0,1,1,0,21,1,6,7,6,12.33333333,6,7,6,13.42857143,11.1,0.6,2.02,Graduate
1,17,1,9500,1,1,142.0,1,38,1,5,4,136.6,0,0,0,1,0,1,18,0,7,7,7,13.46428571,8,9,8,14.78888889,12.4,0.5,1.79,Graduate
1,39,1,8014,0,1,140.0,1,19,1,9,8,105.0,0,0,0,1,0,0,26,0,6,14,3,10.66666667,6,9,5,11.2,15.5,2.8,-4.06,Enrolled
1,39,1,9147,1,12,133.1,1,37,37,9,7,139.4,0,0,1,1,0,0,41,0,5,6,5,11.6,5,8,5,12.2,7.6,2.6,0.32,Enrolled
1,1,2,9773,1,1,148.0,1,19,1,3,9,140.0,1,0,0,1,0,1,18,0,6,6,6,13.66666667,6,6,6,14.66666667,16.2,0.3,-0.92,Graduate
1,1,4,9500,1,1,137.0,1,19,37,9,7,130.8,0,0,1,1,0,0,18,0,8,9,8,14.4025,8,9,8,14.4025,9.4,-0.8,-3.12,Graduate
1,1,1,9500,1,1,143.0,1,38,38,9,9,138.8,1,0,0,1,0,0,31,0,7,9,7,15.46875,8,8,8,16.3875,11.1,0.6,2.02,Graduate
1,1,1,9238,1,1,133.1,1,1,1,4,10,110.0,0,0,1,1,0,0,23,0,6,8,6,12.625,6,6,6,14.16666667,12.7,3.7,-1.7,Graduate
1,1,4,9500,1,1,138.0,1,37,19,9,9,127.8,1,0,0,1,0,0,19,0,7,7,6,14.98333333,7,7,6,14.98333333,7.6,2.6,0.32,Graduate
1,16,3,9773,1,1,138.0,1,37,38,4,9,134.2,1,0,0,1,0,1,20,0,6,6,6,15.0,6,6,6,13.0,11.1,0.6,2.02,Graduate
2,39,1,8014,0,1,150.0,1,37,37,7,5,143.0,0,0,0,1,0,0,40,0,9,9,9,15.88888889,7,7,7,14.14285714,12.7,3.7,-1.7,Graduate
1,44,1,9085,1,39,120.0,1,37,37,9,9,120.0,1,0,1,1,0,0,32,0,6,14,4,11.5,6,14,3,11.0,16.2,0.3,-0.92,Dropout
1,1,4,9254,1,1,110.0,1,37,37,9,7,113.2,1,0,0,1,0,0,24,0,6,14,2,10.5,6,11,1,10.0,10.8,1.4,1.74,Dropout
1,17,4,9500,1,1,146.0,1,19,37,5,8,135.8,1,0,0,1,0,0,18,0,7,7,6,13.98333333,7,7,6,13.98333333,7.6,2.6,0.32,Graduate
1,1,1,9238,1,1,148.0,1,37,37,9,9,143.5,0,0,0,1,0,0,18,0,6,6,6,13.0,6,6,6,12.83333333,10.8,1.4,1.74,Graduate
1,1,1,9238,1,1,145.0,1,19,37,4,7,148.9,1,0,0,1,0,1,18,0,6,6,6,13.66666667,6,6,6,13.0,10.8,1.4,1.74,Graduate
1,39,1,9003,1,1,133.1,1,38,38,4,7,115.6,1,0,0,0,0,0,27,0,6,8,0,0.0,6,8,0,0.0,15.5,2.8,-4.06,Dropout
